"1","0","160","2"
"2","0","203","2"
"3","0","47","10"
"4","0","48","10"
"5","0","76","10"
"6","0","149","10"
"7","0","203","11"
"8","0","32","1"
"9","0","222","2"
"10","0","189","10"
"11","0","193","10"
"12","0","220","10"
"13","0","218","10"
"14","0","86","10"
"15","0","145","3"
"16","0","90","11"
"17","0","189","11"
"18","0","193","11"
